array (0,5) [(0,0),(1,1),(2,27),(3,1),(4,13443200),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,205),(4,574052),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,9),(4,7162998),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,109),(4,9967314),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,153),(4,15921156),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,243),(4,5666402),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,87),(4,9515902),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,145),(4,13297765),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,203),(4,4563797),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,69),(4,3695686),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,57),(4,12238558),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,187),(4,1129862),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,17),(4,14758071),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,225),(4,11034661),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,169),(4,2812951),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,43),(4,9021967),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,137),(4,1087759),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,17),(4,4178078),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,63),(4,884324),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,13),(4,1087742),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,17),(4,15822690),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,241),(4,4455117),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,67),(4,15111479),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,231),(4,7950884),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,121),(4,2467222),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,37),(4,273771),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,5),(4,13743970),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,209),(4,14979445),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,229),(4,4497540),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,69),(4,9752408),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,149),(4,12051067),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,183),(4,9201093),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,141),(4,5277152),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,81),(4,9946285),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,151),(4,978669),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,15),(4,2995503),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,45),(4,9944814),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,151),(4,3854250),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,59),(4,15463795),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,235),(4,10616996),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,163),(4,9251682),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,141),(4,8303581),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,127),(4,8908332),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,135),(4,16532676),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,253),(4,14937732),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,227),(4,295872),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,5),(4,16763159),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,255),(4,14055264),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,215),(4,14693137),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,225),(4,625278),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,9),(4,11211884),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,171),(4,6634246),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,101),(4,1538273),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,23),(4,6957917),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,107),(4,4470280),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,69),(4,13170314),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,201),(4,13082268),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,199),(4,14428676),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,221),(4,3030042),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,47),(4,1729924),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,27),(4,10613543),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,161),(4,3549600),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,55),(4,10850451),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,165),(4,12457157),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,191),(4,2748477),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,41),(4,10511983),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,161),(4,10133779),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,155),(4,10357600),(5,1)]
array (0,5) [(0,0),(1,1),(2,27),(3,159),(4,8830365),(5,1)]
